Time: 15/09/20 15:31:44
9.79,10.36
Time: 15/09/20 15:47:17
10.99,11.68
Time: 15/09/20 16:02:46
11.89,14.13
Time: 15/09/20 16:18:11
14.35,14.27
Time: 15/09/20 16:33:35
11.46,14.3
Time: 15/09/20 16:49:07
10.65,8.31
